route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,wheelchair_accessible
411,0000000092022091220230609,0003798832022091220230609,Romagnano Piazza Condini,0,D198_F1211_Andata_sub2,1
411,0000000092022091220230609,0003798842022091220230609,Romagnano Piazza Condini,0,D198_F1211_Andata_sub2,1
411,0000000092022091220230609,0003798862022091220230609,Romagnano Piazza Condini,0,D198_F1211_Andata_sub2,1
411,0000000252022091220230609,0003798872022091220230609,Romagnano Piazza Condini,0,D198_F1211_Andata_sub2,1
415,0000000032022091220230609,0003798882022091220230609,Belvedere,0,D729_T1401_Andata_PRINCIPALE_sub1,1
570,0000000092022091220230609,0003798892022091220230609,Cimirlo,0,D2_C0542a_Ritorno_sub1,2
570,0000000092022091220230609,0003798902022091220230609,Povo Piazza Manci,1,D1_C0541b_Andata_sub1,2
570,0000000092022091220230609,0003798912022091220230609,Cimirlo,0,D2_C0542a_Ritorno_sub1,2
531,0000000022022091220230609,0003798932022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000022022091220230609,0003798942022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000022022091220230609,0003798952022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000022022091220230609,0003798962022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000022022091220230609,0003798972022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000022022091220230609,0003798982022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000022022091220230609,0003798992022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000022022091220230609,0003799002022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000022022091220230609,0003799012022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000022022091220230609,0003799022022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000022022091220230609,0003799032022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000022022091220230609,0003799042022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000022022091220230609,0003799052022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012022091220230609,0003799062022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012022091220230609,0003799072022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012022091220230609,0003799082022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012022091220230609,0003799092022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012022091220230609,0003799102022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012022091220230609,0003799112022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012022091220230609,0003799122022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012022091220230609,0003799132022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012022091220230609,0003799142022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012022091220230609,0003799152022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012022091220230609,0003799162022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000022022091220230609,0003799172022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000022022091220230609,0003799182022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000022022091220230609,0003799192022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012022091220230609,0003799202022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012022091220230609,0003799212022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012022091220230609,0003799222022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012022091220230609,0003799232022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012022091220230609,0003799242022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012022091220230609,0003799252022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012022091220230609,0003799262022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012022091220230609,0003799272022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012022091220230609,0003799282022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012022091220230609,0003799292022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012022091220230609,0003799302022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012022091220230609,0003799312022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012022091220230609,0003799322022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012022091220230609,0003799332022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012022091220230609,0003799342022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000012022091220230609,0003799352022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000022022091220230609,0003799362022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000022022091220230609,0003799372022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000022022091220230609,0003799382022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000022022091220230609,0003799392022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000022022091220230609,0003799402022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000022022091220230609,0003799412022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000022022091220230609,0003799422022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000022022091220230609,0003799432022091220230609,Funivia-Staz. di Monte-Sardagna,0,,1
531,0000000022022091220230609,0003799442022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000022022091220230609,0003799452022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000022022091220230609,0003799462022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000022022091220230609,0003799472022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000022022091220230609,0003799482022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000022022091220230609,0003799492022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000022022091220230609,0003799502022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000022022091220230609,0003799512022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000022022091220230609,0003799522022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012022091220230609,0003799532022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012022091220230609,0003799542022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012022091220230609,0003799552022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012022091220230609,0003799562022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012022091220230609,0003799572022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012022091220230609,0003799582022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012022091220230609,0003799592022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012022091220230609,0003799602022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012022091220230609,0003799612022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012022091220230609,0003799622022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012022091220230609,0003799632022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000022022091220230609,0003799642022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000022022091220230609,0003799652022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000022022091220230609,0003799662022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012022091220230609,0003799672022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012022091220230609,0003799682022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012022091220230609,0003799692022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012022091220230609,0003799702022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012022091220230609,0003799712022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012022091220230609,0003799722022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012022091220230609,0003799732022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012022091220230609,0003799742022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012022091220230609,0003799752022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012022091220230609,0003799762022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012022091220230609,0003799772022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012022091220230609,0003799782022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012022091220230609,0003799792022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012022091220230609,0003799802022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012022091220230609,0003799812022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000012022091220230609,0003799822022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000022022091220230609,0003799832022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000022022091220230609,0003799842022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000022022091220230609,0003799852022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000022022091220230609,0003799862022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000022022091220230609,0003799872022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000022022091220230609,0003799882022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000022022091220230609,0003799892022091220230609,Funivia-Staz. di Valle-Trento,1,,1
531,0000000022022091220230609,0003799902022091220230609,Funivia-Staz. di Valle-Trento,1,,1
396,0000000022022091220230609,0003799912022091220230609,Cortesano,1,D553_T0338_Ritorno_sub1,1
568,0000000022022091220230609,0003799952022091220230609,Gard.D.Mezzo Dos D.La Luna,0,D6_C1111a_sub2,2
568,0000000022022091220230609,0003799962022091220230609,Gardolo P.Le Neufahrn Nord,1,D6_C1111a_sub1,2
408,0000000032022091220230609,0003799972022091220230609,Piazza Dante "Dogana",1,D689_T1002c_Ritorno_PRINCIPALE_sub1,1
535,0000000092022091220230609,0003800012022091220230609,Povo "Polo Scientifico" Est,0,D608_T0541b_Andata_sub1,1
535,0000000092022091220230609,0003800032022091220230609,Povo "Polo Scientifico" Est,0,D608_T0541b_Andata_sub1,1
535,0000000092022091220230609,0003800052022091220230609,Povo "Polo Scientifico" Est,0,D608_T0541b_Andata_sub1,1
535,0000000092022091220230609,0003800082022091220230609,Povo "Polo Scientifico" Est,0,D608_T0541b_Andata_sub1,1
535,0000000092022091220230609,0003800092022091220230609,Povo "Polo Scientifico" Est,0,D608_T0541b_Andata_sub1,1
535,0000000092022091220230609,0003800102022091220230609,Povo "Polo Scientifico" Est,0,D608_T0541b_Andata_sub1,1
535,0000000092022091220230609,0003800112022091220230609,Povo "Polo Scientifico" Est,0,D608_T0541b_Andata_sub1,1
535,0000000092022091220230609,0003800122022091220230609,Povo "Polo Scientifico" Est,0,D608_T0541b_Andata_sub1,1
535,0000000092022091220230609,0003800132022091220230609,Povo "Polo Scientifico" Est,0,D608_T0541b_Andata_sub1,1
539,0000000032022091220230609,0003800142022091220230609,S.Francesco Porta Nuova,0,D591_T0435_Andata_sub2,1
535,0000000092022091220230609,0003800162022091220230609,Povo "Polo Scientifico" Est,0,D608_T0541b_Andata_sub1,1
408,0000000092022091220230609,0003800172022091220230609,Montevaccino,0,D701_T1062c_Ritorno_PRINCIPALE_sub2,1
406,0000000102022091220230609,0003800202022091220230609,Piazza Dante "Dogana",1,D684_T0926a_Ritorno_sub1,1
541,0000000092022091220230609,0003800212022091220230609,Gabbiolo Capolinea,0,D636_T0659_Andata_sub1,1
536,0000000092022091220230609,0003800222022091220230609,Sopramonte Piazza Oveno,0,D523_T0159a_Andata_(via_Cadine)_sub2,1
536,0000000092022091220230609,0003800232022091220230609,Piazza Dante "Pal. Regione",1,D521_T0156_Ritorno_sub2,1
536,0000000252022091220230609,0003800242022091220230609,Piazza Dante "Pal. Regione",1,D521_T0156_Ritorno_sub2,1
404,0000000022022091220230609,0003800282022091220230609,Mattarello Sud,0,D677_T0897_Andata_BASSA_sub1,1
404,0000000022022091220230609,0003800292022091220230609,Mattarello Sud,0,D671_T0893_Andata_PRINCIPALE_BASSA_sub2,1
404,0000000022022091220230609,0003800302022091220230609,Mattarello Sud,0,D671_T0893_Andata_PRINCIPALE_BASSA_sub2,1
404,0000000022022091220230609,0003800312022091220230609,Mattarello Sud,0,D671_T0893_Andata_PRINCIPALE_BASSA_sub2,1
404,0000000022022091220230609,0003800322022091220230609,Mattarello Sud,0,D671_T0893_Andata_PRINCIPALE_BASSA_sub2,1
404,0000000092022091220230609,0003800332022091220230609,Mattarello Sud,0,D671_T0893_Andata_PRINCIPALE_BASSA_sub2,1
404,0000000092022091220230609,0003800342022091220230609,Mattarello Sud,0,D671_T0893_Andata_PRINCIPALE_BASSA_sub2,1
404,0000000092022091220230609,0003800352022091220230609,Mattarello Sud,0,D671_T0893_Andata_PRINCIPALE_BASSA_sub2,1
404,0000000092022091220230609,0003800362022091220230609,Mattarello Sud,0,D671_T0893_Andata_PRINCIPALE_BASSA_sub2,1
404,0000000022022091220230609,0003800372022091220230609,Guardini "Centochiavi",1,D669_T0892a_Ritorno_PRINCIPALE_BASSA_sub2,1
404,0000000022022091220230609,0003800382022091220230609,Guardini "Centochiavi",1,D669_T0892a_Ritorno_PRINCIPALE_BASSA_sub2,1
404,0000000022022091220230609,0003800392022091220230609,Guardini "Centochiavi",1,D669_T0892a_Ritorno_PRINCIPALE_BASSA_sub2,1
404,0000000022022091220230609,0003800402022091220230609,Guardini "Centochiavi",1,D669_T0892a_Ritorno_PRINCIPALE_BASSA_sub2,1
404,0000000092022091220230609,0003800412022091220230609,Guardini "Centochiavi",1,D669_T0892a_Ritorno_PRINCIPALE_BASSA_sub2,1
404,0000000092022091220230609,0003800422022091220230609,Guardini "Centochiavi",1,D669_T0892a_Ritorno_PRINCIPALE_BASSA_sub2,1
404,0000000092022091220230609,0003800432022091220230609,Guardini "Centochiavi",1,D669_T0892a_Ritorno_PRINCIPALE_BASSA_sub2,1
404,0000000092022091220230609,0003800442022091220230609,Guardini "Centochiavi",1,D669_T0892a_Ritorno_PRINCIPALE_BASSA_sub2,1
404,0000000092022091220230609,0003800452022091220230609,Guardini "Centochiavi",1,D669_T0892a_Ritorno_PRINCIPALE_BASSA_sub2,1
404,0000000022022091220230609,0003800472022091220230609,Mattarello Piazza Perini,0,D675_T0895_Andata_ALTA_sub2,1
404,0000000022022091220230609,0003800482022091220230609,Mattarello Piazza Perini,0,D668_T0891_Andata_PRINCIPALE_ALTA_sub2,1
